accountId,adgroupId,campaignId,keywordId,day,clicks,impressions,,,,
2,14,4,20,9/24/2018,0,6,,,,
2,14,4,22,9/24/2018,0,15,,,,
2,15,4,2,9/24/2018,0,1,,,,
2,15,4,3,9/24/2018,0,16,,,,
2,15,4,5,9/24/2018,0,12,,,,
2,15,4,6,9/24/2018,0,3,,,,
2,15,4,7,9/24/2018,0,1,,,,
2,16,4,2,9/24/2018,0,9,,,,
2,16,4,4,9/24/2018,0,12,,,,
2,16,4,9,9/24/2018,0,2,,,,
2,16,4,10,9/24/2018,0,16,,,,
2,17,4,2,9/24/2018,0,6,,,,
2,17,4,3,9/24/2018,0,5,,,,
2,17,4,12,9/24/2018,0,6,,,,
2,17,4,13,9/24/2018,0,7,,,,
2,18,5,1,9/24/2018,0,14,,,,
2,18,5,9,9/24/2018,0,14,,,,
2,18,5,10,9/24/2018,0,6,,,,
2,18,5,15,9/24/2018,0,10,,,,
2,18,5,23,9/24/2018,0,14,,,,
3,19,6,2,9/24/2018,0,9,,,,
3,19,6,3,9/24/2018,0,10,,,,
3,19,6,4,9/24/2018,0,5,,,,
3,19,6,9,9/24/2018,0,7,,,,
3,19,6,10,9/24/2018,0,17,,,,
3,19,6,14,9/24/2018,0,1,,,,
3,19,6,16,9/24/2018,0,11,,,,
3,19,6,20,9/24/2018,0,1,,,,
3,19,6,22,9/24/2018,0,14,,,,
3,19,6,23,9/24/2018,0,8,,,,
3,20,6,2,9/24/2018,0,13,,,,
3,20,6,3,9/24/2018,0,4,,,,
3,20,6,7,9/24/2018,0,13,,,,
3,21,6,2,9/24/2018,0,6,,,,
3,23,6,2,9/24/2018,0,14,,,,
3,23,6,7,9/24/2018,0,15,,,,
3,23,6,12,9/24/2018,0,5,,,,
3,23,6,14,9/24/2018,0,1,,,,
3,23,6,20,9/24/2018,0,13,,,,
3,23,6,21,9/24/2018,0,15,,,,
3,24,7,1,9/24/2018,0,17,,,,
3,24,7,3,9/24/2018,0,17,,,,
3,24,7,4,9/24/2018,0,4,,,,
3,24,7,7,9/24/2018,0,6,,,,
3,24,7,18,9/24/2018,0,5,,,,
3,24,7,21,9/24/2018,0,7,,,,
3,25,7,9,9/24/2018,0,15,,,,
3,25,7,10,9/24/2018,0,16,,,,
3,26,7,5,9/24/2018,0,4,,,,
3,26,7,7,9/24/2018,0,4,,,,
3,26,7,9,9/24/2018,0,6,,,,
3,26,7,11,9/24/2018,0,0,,,,
3,26,7,16,9/24/2018,0,8,,,,
3,26,7,18,9/24/2018,0,15,,,,
3,27,7,3,9/24/2018,0,1,,,,
3,28,8,2,9/24/2018,0,19,,,,
3,28,8,4,9/24/2018,0,15,,,,
3,28,8,5,9/24/2018,0,16,,,,
3,28,8,12,9/24/2018,0,7,,,,
3,28,8,13,9/24/2018,0,11,,,,
3,29,8,2,9/24/2018,0,10,,,,
3,29,8,7,9/24/2018,0,15,,,,
3,30,8,1,9/24/2018,0,6,,,,
3,30,8,4,9/24/2018,0,19,,,,
3,30,8,6,9/24/2018,0,6,,,,
3,30,8,11,9/24/2018,0,16,,,,
3,30,8,12,9/24/2018,0,19,,,,
3,30,8,13,9/24/2018,0,7,,,,
3,30,8,14,9/24/2018,0,11,,,,
3,31,8,3,9/24/2018,0,4,,,,
3,31,8,4,9/24/2018,0,10,,,,
3,32,8,3,9/24/2018,0,7,,,,
3,32,8,4,9/24/2018,0,4,,,,
3,32,8,12,9/24/2018,0,13,,,,
3,32,8,13,9/24/2018,0,13,,,,
3,32,8,14,9/24/2018,0,10,,,,
3,33,8,1,9/24/2018,0,5,,,,
4,35,9,2,9/24/2018,0,7,,,,
4,35,9,3,9/24/2018,0,15,,,,
4,35,9,5,9/24/2018,0,8,,,,
4,35,9,6,9/24/2018,0,18,,,,
4,35,9,10,9/24/2018,0,19,,,,
4,35,9,11,9/24/2018,0,19,,,,
4,35,9,12,9/24/2018,0,7,,,,
4,35,9,13,9/24/2018,0,2,,,,
4,35,9,14,9/24/2018,0,0,,,,
4,35,9,15,9/24/2018,0,0,,,,
4,36,9,4,9/24/2018,0,18,,,,
4,36,9,6,9/24/2018,0,14,,,,
4,36,9,10,9/24/2018,0,0,,,,
4,36,9,13,9/24/2018,0,17,,,,
4,36,9,15,9/24/2018,0,10,,,,
4,36,9,16,9/24/2018,0,8,,,,
4,36,9,17,9/24/2018,0,11,,,,
4,36,9,20,9/24/2018,0,10,,,,
4,36,9,21,9/24/2018,0,14,,,,
4,36,9,25,9/24/2018,0,2,,,,
4,37,9,1,9/24/2018,0,3,,,,
5,38,10,2,9/24/2018,0,16,,,,
5,38,10,3,9/24/2018,0,16,,,,
5,38,10,6,9/24/2018,0,1,,,,
5,38,10,18,9/24/2018,0,14,,,,
5,39,10,3,9/24/2018,0,12,,,,
5,39,10,8,9/24/2018,0,4,,,,
5,39,10,10,9/24/2018,0,14,,,,
5,39,10,13,9/24/2018,0,3,,,,
5,39,10,15,9/24/2018,0,10,,,,
5,39,10,17,9/24/2018,0,18,,,,
5,39,10,19,9/24/2018,0,7,,,,
5,40,10,2,9/24/2018,0,18,,,,
5,40,10,3,9/24/2018,0,16,,,,
5,40,10,4,9/24/2018,0,4,,,,
5,41,10,3,9/24/2018,0,14,,,,
5,41,10,4,9/24/2018,0,11,,,,
5,42,10,5,9/24/2018,0,4,,,,
5,42,10,7,9/24/2018,0,9,,,,
5,42,10,8,9/24/2018,0,16,,,,
5,42,10,11,9/24/2018,0,3,,,,
5,42,10,13,9/24/2018,0,13,,,,
5,42,10,14,9/24/2018,0,17,,,,
5,42,10,16,9/24/2018,0,4,,,,
1,2,1,1,9/25/2018,0,17,,,,
1,2,1,5,9/25/2018,0,9,,,,
1,2,1,6,9/25/2018,0,7,,,,
1,2,1,7,9/25/2018,0,4,,,,
1,2,1,11,9/25/2018,0,13,,,,
1,2,1,12,9/25/2018,0,17,,,,
1,2,1,14,9/25/2018,0,4,,,,
1,2,1,15,9/25/2018,0,19,,,,
1,2,1,18,9/25/2018,0,5,,,,
1,3,1,1,9/25/2018,0,5,,,,
1,3,1,4,9/25/2018,0,10,,,,
1,3,1,7,9/25/2018,0,11,,,,
1,3,1,8,9/25/2018,0,9,,,,
1,3,1,12,9/25/2018,0,2,,,,
1,3,1,14,9/25/2018,0,17,,,,
1,3,1,15,9/25/2018,0,13,,,,
1,3,1,17,9/25/2018,0,5,,,,
1,4,1,3,9/25/2018,0,16,,,,
1,4,1,4,9/25/2018,0,18,,,,
1,4,1,7,9/25/2018,0,4,,,,
1,4,1,11,9/25/2018,0,8,,,,
1,4,1,16,9/25/2018,0,4,,,,
1,5,1,4,9/25/2018,0,6,,,,
1,5,1,6,9/25/2018,0,0,,,,
1,5,1,10,9/25/2018,0,12,,,,
1,5,1,13,9/25/2018,0,18,,,,
1,5,1,14,9/25/2018,0,15,,,,
1,6,2,1,9/25/2018,0,12,,,,
1,6,2,2,9/25/2018,0,7,,,,
1,6,2,3,9/25/2018,0,2,,,,
1,6,2,17,9/25/2018,0,5,,,,
1,6,2,18,9/25/2018,0,15,,,,
1,6,2,20,9/25/2018,0,15,,,,
1,6,2,21,9/25/2018,0,0,,,,
1,7,2,2,9/25/2018,0,17,,,,
1,7,2,3,9/25/2018,0,2,,,,
1,7,2,6,9/25/2018,0,10,,,,
1,7,2,8,9/25/2018,0,12,,,,
1,8,2,4,9/25/2018,0,12,,,,
1,8,2,5,9/25/2018,0,3,,,,
1,8,2,6,9/25/2018,0,9,,,,
2,9,3,6,9/25/2018,0,3,,,,
2,9,3,10,9/25/2018,0,3,,,,
2,9,3,11,9/25/2018,0,17,,,,
2,9,3,13,9/25/2018,0,6,,,,
2,9,3,16,9/25/2018,0,15,,,,
2,9,3,20,9/25/2018,0,6,,,,
2,9,3,21,9/25/2018,0,6,,,,
2,9,3,22,9/25/2018,0,7,,,,
2,9,3,24,9/25/2018,0,16,,,,
2,9,3,25,9/25/2018,0,4,,,,
2,10,3,1,9/25/2018,0,7,,,,
2,10,3,6,9/25/2018,0,3,,,,
2,12,4,1,9/25/2018,0,8,,,,
2,12,4,2,9/25/2018,0,15,,,,
2,12,4,3,9/25/2018,0,8,,,,
2,12,4,4,9/25/2018,0,6,,,,
2,12,4,10,9/25/2018,0,9,,,,
2,12,4,16,9/25/2018,0,6,,,,
2,13,4,7,9/25/2018,0,2,,,,
2,13,4,8,9/25/2018,0,3,,,,
2,13,4,10,9/25/2018,0,6,,,,
2,13,4,11,9/25/2018,0,19,,,,
2,13,4,13,9/25/2018,0,6,,,,
2,14,4,4,9/25/2018,0,2,,,,
2,14,4,7,9/25/2018,0,1,,,,
2,14,4,22,9/25/2018,0,9,,,,
2,14,4,23,9/25/2018,0,17,,,,
2,15,4,1,9/25/2018,0,17,,,,
2,15,4,2,9/25/2018,0,1,,,,
2,16,4,1,9/25/2018,0,0,,,,
2,16,4,2,9/25/2018,0,8,,,,
2,16,4,3,9/25/2018,0,11,,,,
2,16,4,4,9/25/2018,0,9,,,,
2,16,4,6,9/25/2018,0,8,,,,
2,17,4,4,9/25/2018,0,3,,,,
2,17,4,8,9/25/2018,0,1,,,,
2,17,4,13,9/25/2018,0,2,,,,
2,17,4,15,9/25/2018,0,11,,,,
2,18,5,3,9/25/2018,0,14,,,,
2,18,5,6,9/25/2018,0,15,,,,
2,18,5,7,9/25/2018,0,12,,,,
2,18,5,12,9/25/2018,0,13,,,,
2,18,5,16,9/25/2018,0,4,,,,
2,18,5,17,9/25/2018,0,9,,,,
2,18,5,19,9/25/2018,0,5,,,,
2,18,5,23,9/25/2018,0,13,,,,
3,19,6,2,9/25/2018,0,19,,,,
3,19,6,5,9/25/2018,0,1,,,,
3,19,6,7,9/25/2018,0,3,,,,
3,19,6,9,9/25/2018,0,4,,,,
3,19,6,10,9/25/2018,0,10,,,,
3,19,6,16,9/25/2018,0,15,,,,
3,19,6,18,9/25/2018,0,0,,,,
3,19,6,19,9/25/2018,0,9,,,,
3,19,6,20,9/25/2018,0,0,,,,
3,19,6,22,9/25/2018,0,18,,,,
3,19,6,23,9/25/2018,0,1,,,,
3,20,6,8,9/25/2018,0,12,,,,
3,21,6,2,9/25/2018,0,13,,,,
3,23,6,3,9/25/2018,0,5,,,,
3,23,6,10,9/25/2018,0,3,,,,
3,23,6,14,9/25/2018,0,2,,,,
3,23,6,19,9/25/2018,0,10,,,,
3,23,6,21,9/25/2018,0,1,,,,
3,24,7,2,9/25/2018,0,17,,,,
3,24,7,5,9/25/2018,0,12,,,,
3,24,7,11,9/25/2018,0,10,,,,
3,24,7,15,9/25/2018,0,8,,,,
3,24,7,16,9/25/2018,0,15,,,,
3,24,7,22,9/25/2018,0,17,,,,
3,24,7,23,9/25/2018,0,6,,,,
3,25,7,1,9/25/2018,0,11,,,,
3,25,7,3,9/25/2018,0,14,,,,
3,25,7,4,9/25/2018,0,1,,,,
3,25,7,5,9/25/2018,0,2,,,,
3,26,7,1,9/25/2018,0,5,,,,
3,26,7,4,9/25/2018,0,17,,,,
3,26,7,5,9/25/2018,0,2,,,,
3,26,7,10,9/25/2018,0,8,,,,
3,26,7,14,9/25/2018,0,18,,,,
3,26,7,17,9/25/2018,0,1,,,,
3,27,7,2,9/25/2018,0,4,,,,
3,28,8,3,9/25/2018,0,12,,,,
3,28,8,6,9/25/2018,0,18,,,,
3,28,8,10,9/25/2018,0,4,,,,
3,29,8,5,9/25/2018,0,11,,,,
3,30,8,1,9/25/2018,0,15,,,,
3,30,8,3,9/25/2018,0,1,,,,
3,30,8,6,9/25/2018,0,9,,,,
3,30,8,8,9/25/2018,0,18,,,,
3,30,8,13,9/25/2018,0,3,,,,
3,31,8,1,9/25/2018,0,5,,,,
3,32,8,3,9/25/2018,0,7,,,,
3,32,8,6,9/25/2018,0,11,,,,
3,32,8,12,9/25/2018,0,18,,,,
3,32,8,14,9/25/2018,0,0,,,,
3,32,8,16,9/25/2018,0,8,,,,
3,32,8,19,9/25/2018,0,16,,,,
3,33,8,1,9/25/2018,0,6,,,,
4,35,9,2,9/25/2018,0,18,,,,
4,35,9,5,9/25/2018,0,5,,,,
4,35,9,9,9/25/2018,0,17,,,,
4,35,9,10,9/25/2018,0,7,,,,
4,35,9,13,9/25/2018,0,4,,,,
4,36,9,2,9/25/2018,0,13,,,,
4,36,9,11,9/25/2018,0,4,,,,
4,36,9,13,9/25/2018,0,13,,,,
4,36,9,15,9/25/2018,0,1,,,,
4,36,9,24,9/25/2018,0,7,,,,
4,37,9,1,9/25/2018,0,11,,,,
4,37,9,5,9/25/2018,0,13,,,,
5,38,10,3,9/25/2018,0,14,,,,
5,38,10,5,9/25/2018,0,2,,,,
5,38,10,7,9/25/2018,0,8,,,,
5,38,10,10,9/25/2018,0,12,,,,
5,38,10,12,9/25/2018,0,10,,,,
5,38,10,16,9/25/2018,0,1,,,,
5,39,10,3,9/25/2018,0,0,,,,
5,39,10,4,9/25/2018,0,12,,,,
5,39,10,5,9/25/2018,0,6,,,,
5,39,10,10,9/25/2018,0,9,,,,
5,39,10,12,9/25/2018,0,12,,,,
5,39,10,13,9/25/2018,0,2,,,,
5,39,10,14,9/25/2018,0,4,,,,
5,39,10,16,9/25/2018,0,0,,,,
5,39,10,18,9/25/2018,0,18,,,,
5,39,10,19,9/25/2018,0,5,,,,
5,39,10,21,9/25/2018,0,16,,,,
5,39,10,23,9/25/2018,0,11,,,,
5,40,10,1,9/25/2018,0,2,,,,
5,41,10,3,9/25/2018,0,5,,,,
5,41,10,6,9/25/2018,0,15,,,,
5,41,10,10,9/25/2018,0,7,,,,
5,41,10,12,9/25/2018,0,19,,,,
5,41,10,15,9/25/2018,0,1,,,,
5,42,10,5,9/25/2018,0,2,,,,
5,42,10,11,9/25/2018,0,0,,,,
5,42,10,15,9/25/2018,0,2,,,,
5,42,10,16,9/25/2018,0,2,,,,
5,42,10,18,9/25/2018,0,3,,,,
5,42,10,19,9/25/2018,0,7,,,,
5,42,10,20,9/25/2018,0,13,,,,
1,2,1,2,9/26/2018,7,41,,,,
1,2,1,3,9/26/2018,3,23,,,,
1,2,1,6,9/26/2018,16,56,,,,
1,2,1,10,9/26/2018,25,96,,,,
1,2,1,16,9/26/2018,1,6,,,,
1,2,1,18,9/26/2018,24,100,,,,
1,2,1,22,9/26/2018,16,56,,,,
1,3,1,3,9/26/2018,25,102,,,,
1,3,1,9,9/26/2018,0,8,,,,
1,3,1,14,9/26/2018,3,25,,,,
1,3,1,25,9/26/2018,14,66,,,,
1,4,1,2,9/26/2018,24,88,,,,
1,4,1,9,9/26/2018,1,11,,,,
1,4,1,13,9/26/2018,7,40,,,,
1,4,1,14,9/26/2018,8,37,,,,
1,4,1,17,9/26/2018,20,83,,,,
1,4,1,18,9/26/2018,1,4,,,,
1,5,1,4,9/26/2018,14,49,,,,
1,5,1,7,9/26/2018,18,79,,,,
1,5,1,9,9/26/2018,15,67,,,,
1,5,1,17,9/26/2018,2,16,,,,
1,5,1,21,9/26/2018,22,92,,,,
1,6,2,7,9/26/2018,10,51,,,,
1,6,2,9,9/26/2018,12,41,,,,
1,6,2,13,9/26/2018,18,64,,,,
1,6,2,15,9/26/2018,4,14,,,,
1,6,2,16,9/26/2018,7,24,,,,
1,6,2,18,9/26/2018,16,59,,,,
1,6,2,19,9/26/2018,6,34,,,,
1,6,2,21,9/26/2018,14,62,,,,
1,7,2,1,9/26/2018,1,9,,,,
1,7,2,6,9/26/2018,7,34,,,,
1,7,2,8,9/26/2018,7,25,,,,
1,8,2,2,9/26/2018,10,43,,,,
1,8,2,5,9/26/2018,7,31,,,,
2,9,3,2,9/26/2018,16,65,,,,
2,9,3,4,9/26/2018,19,68,,,,
2,9,3,6,9/26/2018,13,63,,,,
2,9,3,17,9/26/2018,0,20,,,,
2,9,3,18,9/26/2018,18,68,,,,
2,9,3,19,9/26/2018,23,98,,,,
2,9,3,25,9/26/2018,9,46,,,,
2,10,3,2,9/26/2018,12,54,,,,
2,12,4,1,9/26/2018,6,23,,,,
2,12,4,8,9/26/2018,9,48,,,,
2,12,4,12,9/26/2018,16,54,,,,
2,12,4,14,9/26/2018,18,62,,,,
2,12,4,18,9/26/2018,19,69,,,,
2,13,4,2,9/26/2018,0,0,,,,
2,13,4,6,9/26/2018,22,90,,,,
2,13,4,9,9/26/2018,8,42,,,,
2,14,4,22,9/26/2018,20,73,,,,
2,16,4,4,9/26/2018,7,35,,,,
2,16,4,5,9/26/2018,15,70,,,,
2,16,4,8,9/26/2018,8,36,,,,
2,16,4,11,9/26/2018,4,25,,,,
2,17,4,3,9/26/2018,3,24,,,,
2,17,4,13,9/26/2018,8,41,,,,
2,18,5,7,9/26/2018,8,38,,,,
2,18,5,10,9/26/2018,9,45,,,,
2,18,5,16,9/26/2018,8,38,,,,
2,18,5,19,9/26/2018,1,12,,,,
2,18,5,21,9/26/2018,23,99,,,,
2,18,5,23,9/26/2018,1,13,,,,
3,19,6,4,9/26/2018,1,23,,,,
3,19,6,5,9/26/2018,2,7,,,,
3,19,6,6,9/26/2018,5,24,,,,
3,19,6,17,9/26/2018,18,65,,,,
3,19,6,21,9/26/2018,8,35,,,,
3,19,6,23,9/26/2018,16,59,,,,
3,19,6,24,9/26/2018,14,62,,,,
3,20,6,3,9/26/2018,18,78,,,,
3,20,6,7,9/26/2018,20,72,,,,
3,21,6,2,9/26/2018,13,56,,,,
3,23,6,13,9/26/2018,25,104,,,,
3,23,6,20,9/26/2018,8,45,,,,
3,23,6,22,9/26/2018,12,46,,,,
3,24,7,1,9/26/2018,13,60,,,,
3,24,7,5,9/26/2018,0,9,,,,
3,24,7,7,9/26/2018,4,22,,,,
3,24,7,8,9/26/2018,26,97,,,,
3,24,7,10,9/26/2018,21,89,,,,
3,24,7,12,9/26/2018,6,34,,,,
3,24,7,13,9/26/2018,18,65,,,,
3,24,7,17,9/26/2018,10,52,,,,
3,24,7,20,9/26/2018,8,43,,,,
3,24,7,21,9/26/2018,25,91,,,,
3,24,7,23,9/26/2018,1,11,,,,
3,24,7,24,9/26/2018,17,77,,,,
3,25,7,1,9/26/2018,3,16,,,,
3,25,7,4,9/26/2018,0,14,,,,
3,25,7,5,9/26/2018,16,60,,,,
3,25,7,6,9/26/2018,7,39,,,,
3,25,7,7,9/26/2018,2,23,,,,
3,25,7,10,9/26/2018,6,31,,,,
3,26,7,2,9/26/2018,4,20,,,,
3,26,7,3,9/26/2018,9,31,,,,
3,26,7,6,9/26/2018,15,60,,,,
3,26,7,8,9/26/2018,12,47,,,,
3,26,7,11,9/26/2018,14,55,,,,
3,26,7,13,9/26/2018,23,77,,,,
3,26,7,14,9/26/2018,15,61,,,,
3,26,7,16,9/26/2018,13,62,,,,
3,26,7,19,9/26/2018,11,58,,,,
3,27,7,3,9/26/2018,13,64,,,,
3,28,8,3,9/26/2018,9,50,,,,
3,28,8,4,9/26/2018,24,84,,,,
3,28,8,6,9/26/2018,11,56,,,,
3,28,8,7,9/26/2018,25,93,,,,
3,29,8,2,9/26/2018,24,93,,,,
3,30,8,2,9/26/2018,15,58,,,,
3,30,8,5,9/26/2018,11,49,,,,
3,30,8,7,9/26/2018,13,57,,,,
3,30,8,14,9/26/2018,0,3,,,,
3,31,8,2,9/26/2018,17,61,,,,
3,31,8,3,9/26/2018,20,83,,,,
3,32,8,1,9/26/2018,10,52,,,,
3,32,8,4,9/26/2018,19,66,,,,
3,32,8,7,9/26/2018,19,69,,,,
3,32,8,15,9/26/2018,7,34,,,,
3,33,8,2,9/26/2018,3,19,,,,
3,33,8,3,9/26/2018,5,34,,,,
4,35,9,9,9/26/2018,16,69,,,,
4,35,9,13,9/26/2018,8,33,,,,
4,35,9,15,9/26/2018,22,78,,,,
4,36,9,3,9/26/2018,5,27,,,,
4,36,9,9,9/26/2018,16,57,,,,
4,36,9,25,9/26/2018,0,10,,,,
5,38,10,5,9/26/2018,23,79,,,,
5,38,10,13,9/26/2018,14,67,,,,
5,38,10,15,9/26/2018,23,97,,,,
5,38,10,19,9/26/2018,17,68,,,,
5,39,10,1,9/26/2018,0,10,,,,
5,39,10,5,9/26/2018,16,60,,,,
5,39,10,8,9/26/2018,21,74,,,,
5,39,10,12,9/26/2018,6,40,,,,
5,39,10,14,9/26/2018,13,60,,,,
5,39,10,15,9/26/2018,14,50,,,,
5,39,10,17,9/26/2018,4,26,,,,
5,39,10,21,9/26/2018,26,92,,,,
5,39,10,23,9/26/2018,6,26,,,,
5,40,10,3,9/26/2018,21,74,,,,
5,40,10,4,9/26/2018,0,2,,,,
5,41,10,1,9/26/2018,3,26,,,,
5,41,10,2,9/26/2018,2,18,,,,
5,41,10,8,9/26/2018,0,8,,,,
5,41,10,14,9/26/2018,3,24,,,,
5,42,10,2,9/26/2018,10,49,,,,
5,42,10,4,9/26/2018,24,96,,,,
5,42,10,6,9/26/2018,4,19,,,,
5,42,10,9,9/26/2018,3,16,,,,
5,42,10,13,9/26/2018,1,7,,,,
5,42,10,20,9/26/2018,10,44,,,,
1,2,1,1,9/27/2018,28,109,,,,
1,2,1,4,9/27/2018,29,112,,,,
1,2,1,5,9/27/2018,10,43,,,,
1,2,1,7,9/27/2018,25,92,,,,
1,2,1,10,9/27/2018,31,116,,,,
1,2,1,11,9/27/2018,36,131,,,,
1,2,1,20,9/27/2018,0,7,,,,
1,2,1,22,9/27/2018,21,81,,,,
1,2,1,23,9/27/2018,35,126,,,,
1,3,1,4,9/27/2018,6,29,,,,
1,3,1,10,9/27/2018,32,124,,,,
1,3,1,11,9/27/2018,6,36,,,,
1,3,1,13,9/27/2018,36,134,,,,
1,3,1,15,9/27/2018,38,143,,,,
1,3,1,16,9/27/2018,11,43,,,,
1,3,1,17,9/27/2018,24,84,,,,
1,3,1,19,9/27/2018,0,18,,,,
1,3,1,22,9/27/2018,10,39,,,,
1,3,1,23,9/27/2018,21,90,,,,
1,3,1,25,9/27/2018,1,25,,,,
1,4,1,10,9/27/2018,6,34,,,,
1,4,1,12,9/27/2018,4,25,,,,
1,4,1,17,9/27/2018,35,120,,,,
1,4,1,18,9/27/2018,34,125,,,,
1,5,1,6,9/27/2018,27,109,,,,
1,5,1,22,9/27/2018,3,21,,,,
1,6,2,2,9/27/2018,1,10,,,,
1,6,2,3,9/27/2018,35,138,,,,
1,6,2,4,9/27/2018,29,99,,,,
1,6,2,7,9/27/2018,10,37,,,,
1,6,2,13,9/27/2018,14,60,,,,
1,6,2,15,9/27/2018,16,64,,,,
1,6,2,16,9/27/2018,6,37,,,,
1,6,2,17,9/27/2018,31,114,,,,
1,6,2,19,9/27/2018,3,31,,,,
1,6,2,21,9/27/2018,28,93,,,,
1,7,2,7,9/27/2018,19,82,,,,
1,8,2,7,9/27/2018,29,114,,,,
1,8,2,10,9/27/2018,39,137,,,,
2,9,3,2,9/27/2018,29,117,,,,
2,9,3,3,9/27/2018,30,121,,,,
2,9,3,11,9/27/2018,1,9,,,,
2,9,3,15,9/27/2018,28,108,,,,
2,9,3,17,9/27/2018,36,135,,,,
2,9,3,21,9/27/2018,10,47,,,,
2,9,3,22,9/27/2018,2,22,,,,
2,9,3,23,9/27/2018,20,79,,,,
2,9,3,24,9/27/2018,22,83,,,,
2,9,3,25,9/27/2018,6,35,,,,
2,10,3,3,9/27/2018,1,19,,,,
2,10,3,4,9/27/2018,3,30,,,,
2,10,3,5,9/27/2018,10,47,,,,
2,12,4,1,9/27/2018,13,62,,,,
2,12,4,9,9/27/2018,34,120,,,,
2,12,4,11,9/27/2018,2,27,,,,
2,12,4,15,9/27/2018,12,41,,,,
2,12,4,16,9/27/2018,10,50,,,,
2,12,4,19,9/27/2018,8,46,,,,
2,12,4,20,9/27/2018,14,59,,,,
2,12,4,21,9/27/2018,23,86,,,,
2,13,4,3,9/27/2018,18,68,,,,
2,13,4,6,9/27/2018,3,26,,,,
2,13,4,7,9/27/2018,3,16,,,,
2,13,4,11,9/27/2018,20,80,,,,
2,14,4,3,9/27/2018,15,56,,,,
2,14,4,4,9/27/2018,1,20,,,,
2,14,4,7,9/27/2018,16,66,,,,
2,14,4,8,9/27/2018,32,110,,,,
2,14,4,10,9/27/2018,38,134,,,,
2,14,4,11,9/27/2018,20,76,,,,
2,14,4,14,9/27/2018,19,82,,,,
2,14,4,15,9/27/2018,35,133,,,,
2,14,4,17,9/27/2018,2,16,,,,
2,14,4,18,9/27/2018,14,50,,,,
2,14,4,19,9/27/2018,15,58,,,,
2,14,4,21,9/27/2018,39,148,,,,
2,14,4,22,9/27/2018,29,104,,,,
2,15,4,3,9/27/2018,31,112,,,,
2,15,4,8,9/27/2018,5,37,,,,
2,16,4,2,9/27/2018,17,58,,,,
2,16,4,3,9/27/2018,30,107,,,,
2,16,4,4,9/27/2018,7,36,,,,
2,16,4,6,9/27/2018,16,70,,,,
2,17,4,8,9/27/2018,20,86,,,,
2,17,4,9,9/27/2018,39,145,,,,
2,17,4,15,9/27/2018,16,61,,,,
2,18,5,4,9/27/2018,26,94,,,,
2,18,5,7,9/27/2018,14,61,,,,
2,18,5,14,9/27/2018,0,14,,,,
