,accountId,adgroupId,campaignId,keywordId,day,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions,clicks,impressions
25,1,6,2,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
26,1,6,2,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,12
27,1,6,2,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,3
28,1,6,2,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,0
29,1,6,2,11,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,9
30,1,6,2,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,5
31,1,6,2,17,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
32,1,7,2,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,17
33,1,7,2,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
34,1,8,2,1,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,11
35,1,8,2,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
36,1,8,2,6,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
37,2,9,3,9,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,9
38,2,9,3,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,18
39,2,9,3,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
40,2,9,3,16,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,8
41,2,9,3,25,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,0
42,2,10,3,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,18
43,2,10,3,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,18
44,2,10,3,5,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
45,2,10,3,6,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,19
46,2,12,4,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,17
47,2,12,4,9,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
48,2,12,4,11,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
49,2,12,4,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
50,2,12,4,19,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,12
51,2,13,4,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
52,2,13,4,5,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
53,2,13,4,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,0
54,2,13,4,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,3
55,2,14,4,1,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
56,2,14,4,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,3
57,2,14,4,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
58,2,14,4,17,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
59,2,14,4,20,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
60,2,14,4,22,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
61,2,15,4,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
62,2,15,4,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
63,2,15,4,5,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,12
64,2,15,4,6,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,3
65,2,15,4,7,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
66,2,16,4,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,9
67,2,16,4,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,12
68,2,16,4,9,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,2
69,2,16,4,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
70,2,17,4,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
71,2,17,4,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,5
72,2,17,4,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
73,2,17,4,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
74,2,18,5,1,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
75,2,18,5,9,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
76,2,18,5,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
77,2,18,5,15,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
78,2,18,5,23,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
79,3,19,6,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,9
80,3,19,6,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
81,3,19,6,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,5
82,3,19,6,9,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
83,3,19,6,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,17
84,3,19,6,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
85,3,19,6,16,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,11
86,3,19,6,20,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
87,3,19,6,22,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
88,3,19,6,23,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,8
89,3,20,6,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,13
90,3,20,6,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
91,3,20,6,7,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,13
92,3,21,6,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
93,3,23,6,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
94,3,23,6,7,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
95,3,23,6,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,5
96,3,23,6,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
97,3,23,6,20,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,13
98,3,23,6,21,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
99,3,24,7,1,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,17
100,3,24,7,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,17
101,3,24,7,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
102,3,24,7,7,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
103,3,24,7,18,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,5
104,3,24,7,21,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
105,3,25,7,9,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
106,3,25,7,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
107,3,26,7,5,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
108,3,26,7,7,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
109,3,26,7,9,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
110,3,26,7,11,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,0
111,3,26,7,16,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,8
112,3,26,7,18,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
113,3,27,7,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
114,3,28,8,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,19
115,3,28,8,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
116,3,28,8,5,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
117,3,28,8,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
118,3,28,8,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,11
119,3,29,8,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
120,3,29,8,7,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
121,3,30,8,1,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
122,3,30,8,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,19
123,3,30,8,6,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,6
124,3,30,8,11,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
125,3,30,8,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,19
126,3,30,8,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
127,3,30,8,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,11
128,3,31,8,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
129,3,31,8,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
130,3,32,8,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
131,3,32,8,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
132,3,32,8,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,13
133,3,32,8,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,13
134,3,32,8,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
135,3,33,8,1,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,5
136,4,35,9,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
137,4,35,9,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,15
138,4,35,9,5,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,8
139,4,35,9,6,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,18
140,4,35,9,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,19
141,4,35,9,11,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,19
142,4,35,9,12,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
143,4,35,9,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,2
144,4,35,9,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,0
145,4,35,9,15,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,0
146,4,36,9,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,18
147,4,36,9,6,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
148,4,36,9,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,0
149,4,36,9,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,17
150,4,36,9,15,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
151,4,36,9,16,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,8
152,4,36,9,17,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,11
153,4,36,9,20,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
154,4,36,9,21,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
155,4,36,9,25,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,2
156,4,37,9,1,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,3
157,5,38,10,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
158,5,38,10,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
159,5,38,10,6,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,1
160,5,38,10,18,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
161,5,39,10,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,12
162,5,39,10,8,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
163,5,39,10,10,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
164,5,39,10,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,3
165,5,39,10,15,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,10
166,5,39,10,17,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,18
167,5,39,10,19,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,7
168,5,40,10,2,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,18
169,5,40,10,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
170,5,40,10,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
171,5,41,10,3,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,14
172,5,41,10,4,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,11
173,5,42,10,5,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
174,5,42,10,7,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,9
175,5,42,10,8,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,16
176,5,42,10,11,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,3
177,5,42,10,13,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,13
178,5,42,10,14,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,17
179,5,42,10,16,9/24/2018,45.4,44.8,45.1,39.9,0,0,0,9.3,13.4,0,52.64,Clear,0,4
180,1,2,1,1,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,17
181,1,2,1,5,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,9
182,1,2,1,6,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,7
183,1,2,1,7,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,4
184,1,2,1,11,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,13
185,1,2,1,12,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,17
186,1,2,1,14,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,4
187,1,2,1,15,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,19
188,1,2,1,18,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,5
189,1,3,1,1,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,5
190,1,3,1,4,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,10
191,1,3,1,7,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,11
192,1,3,1,8,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,9
193,1,3,1,12,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,2
194,1,3,1,14,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,17
195,1,3,1,15,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,13
196,1,3,1,17,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,5
197,1,4,1,3,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,16
198,1,4,1,4,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,18
199,1,4,1,7,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,4
200,1,4,1,11,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,8
201,1,4,1,16,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,4
202,1,5,1,4,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,6
203,1,5,1,6,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,0
204,1,5,1,10,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,12
205,1,5,1,13,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,18
206,1,5,1,14,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,15
207,1,6,2,1,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,12
208,1,6,2,2,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,7
209,1,6,2,3,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,2
210,1,6,2,17,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,5
211,1,6,2,18,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,15
212,1,6,2,20,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,15
213,1,6,2,21,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,0
214,1,7,2,2,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,17
215,1,7,2,3,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,2
216,1,7,2,6,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,10
217,1,7,2,8,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,12
218,1,8,2,4,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,12
219,1,8,2,5,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,3
220,1,8,2,6,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,9
221,2,9,3,6,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,3
222,2,9,3,10,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,3
223,2,9,3,11,9/25/2018,54.2,38.3,46.6,31.7,0,0,0,16.9,17.9,3.5,57.87,Clear,0,17
